"Zip.Code","Incidence","Year"
91752,35.8,2014
91754,21.4,2014
91755,13,2014
91761,38.5,2014
91762,51.4,2014
91763,57.6,2014
91764,58.3,2014
91765,16.7,2014
91766,58.2,2014
91767,71.6,2014
91768,41.8,2014
91770,22.7,2014
91773,26,2014
91775,8.5,2014
91776,26.6,2014
91780,14.1,2014
91784,24.4,2014
91786,47.5,2014
91789,11.6,2014
91790,41.6,2014
91791,30.5,2014
91792,27.8,2014
91801,15,2014
91803,12.9,2014
91901,17.4,2014
91902,27.2,2014
91910,33.7,2014
91911,44.8,2014
91913,15.7,2014
91915,15.6,2014
91932,50.5,2014
91935,10.7,2014
91941,26.8,2014
91942,31,2014
91945,53.3,2014
91950,55.4,2014
91977,38.4,2014
91978,24.6,2014
92007,27.9,2014
92008,15,2014
92009,8.7,2014
92010,19.9,2014
92011,15.8,2014
92019,24.3,2014
92020,39.7,2014
92021,43.3,2014
92024,14.2,2014
92025,30.2,2014
92026,23.6,2014
92027,30.8,2014
92028,22.1,2014
92029,13.1,2014
92037,6.5,2014
92040,30.3,2014
92054,31.6,2014
92056,23.8,2014
92057,22.6,2014
92058,25.3,2014
92064,13.8,2014
92065,17.5,2014
92069,17.7,2014
92071,28.3,2014
92078,12.2,2014
92081,15.1,2014
92082,25.4,2014
92083,42.2,2014
92084,28.1,2014
92101,73.3,2014
