Zip Code,Incidence
90505,43.7
90601,99.7
90602,101.7
90603,65.1
90604,93.3
90605,117.7
90606,91.5
90620,62.9
90621,72.8
90623,63.3
90630,34
90631,71.4
90638,67.6
90640,87.3
90650,89.1
90660,101
90670,94.1
90680,63.3
90701,76.4
90703,60.5
90706,101.9
90710,96.2
90712,72.1
90713,62.7
90715,94.2
90716,104.3
90717,56.9
90720,45.5
90723,78.6
90731,112.1
90732,71.5
90744,102.2
90745,91
90746,140.8
90755,67.8
90802,104.3
90804,112.7
90805,122.8
90806,122
90807,69.3
90808,49.4
90810,75.6
90813,143.3
90814,75.8
90815,42.6
91001,59.1
91006,33.5
91007,25.6
91010,78.2
91016,59.6
91030,28.2
91040,92.3
91042,47
91101,53
91103,86.6
91104,37.4
91106,50.4
91107,44
91201,54
91202,39.5
91203,66.7
91204,96.8
91205,78
91206,47.5
91214,30.6
91302,28
91303,106.2
91304,90.8
91306,114.1
91307,51
91311,75.9
91316,58.9
91320,24.3
91321,43.6
91324,93.6
91325,91.7
91326,40.5
91331,101.9
91335,112.1
91340,100.4
91342,86.5
91343,121.6
91344,65.1
91345,88.9
91350,34.6
91351,52.9
91352,126.1
91354,49.4
91355,35
91356,49.3
91360,45.2
91362,25.7
91364,54.8
91367,44.4
91381,33.7
91384,38.1
91387,44.3
91390,36.4
91401,74.1
91402,119.7
91403,74.9
91405,116.6
91406,91.9
91411,79.7
91423,21.8
91504,33.6
91505,34.3
91506,40.1
91601,99.7
91604,34.8
91605,100.3
91606,101.5
91607,96.5
91701,50.5
91702,108.8
91706,103
91708,73.4
91709,43.5
91710,101.9
91711,30.6
91722,65.1
91723,68.1
91724,87.4
91730,64.6
91731,93.6
91732,104.6
91733,88.7
91737,71
91739,40.1
91740,75.2
91741,35.2
91744,116.1
91745,73.7
91746,87.8
91748,52.2
91750,45.3
91752,77.7
91754,73.8
91755,38.7
91761,71.8
91762,101
91763,76.2
91764,74.9
91765,42.9
91766,98.7
91767,115.8
91768,118.6
91770,55.6
91773,68
91775,32.5
91776,70.7
91780,28.7
91784,61
91786,78.2
91789,42.4
91790,78
91791,55.3
91792,67.8
91801,61.5
91803,64.3
91901,35.2
91902,44.6
91910,112.4
91911,90.1
91913,38.2
91915,46.1
91932,106.7
91941,42.3
91942,79.4
91945,115.6
91950,119.2
91977,100.6
91978,67.4
92008,24.7
92009,22.6
92011,32.9
92019,45.6
92020,64.5
92021,73.6
92024,28.3
92025,42.1
92026,40.9
92027,53.6
92028,43
92029,36.4
92037,26.1
92040,57.3
92054,40.4
92056,44.4
92057,29.8
92058,41.1
92064,34.3
92065,39.3
92069,36.9
92071,39.7
92078,31.1
92081,32.7
92082,35.1
92083,55.2
92084,42.7
92101,128.9
92102,138.2
92103,49.9
92104,66.5
92105,105.3
92106,34.6
92108,94.1
92109,66.3
92110,45.7
92111,94
92113,143.7
92114,128.9
92115,108.7
92116,96.7
92117,81.4
92118,44.7
92119,56.6
92120,64.9
92122,40.4
92123,85.8
92124,38.1
92126,61.3
92127,22.3
92128,34.1
92129,33.5
92130,15.6
92131,30
92139,88.6
92154,77.4
92173,96.1
92201,79.2
92203,42.4
92220,113.8
92223,74.4
92225,118.3
92227,212.8
92231,102.2
92234,43.3
92236,79.7
92240,76
92241,60.1
92243,184.4
92249,135.2
92250,187.8
92251,125.5
92253,66.3
92254,42.8
92260,52.6
92262,63.5
92264,83
92274,60.6
92284,48.2
92301,129.3
92307,119.4
92308,90.7
92311,154.3
92313,104.6
92316,104.1
92324,90.9
92335,82.4
92336,60.4
92337,62.2
92344,51.5
92345,83.3
92346,85.5
92354,102.1
92371,45.1
92373,78.4
92374,83.5
92376,105.3
92377,49.9
92392,111.9
92394,104
92395,119.2
92399,37.9
92404,166.1
92405,166.6
92407,124.1
92408,85.1
92410,126.9
92411,198.3
92501,121.9
92503,68.3
92504,69.6
92505,92.7
92506,61.2
92507,114.7
92508,30.9
92509,73.5
92530,58.8
92532,42.9
92543,85.9
92544,84.5
92545,67
92551,99.6
92553,94
92555,87.7
92557,66.4
92562,44.8
92563,33.3
92570,83.9
92571,57.4
92582,88.9
92583,115.3
92584,40.5
92585,57.6
92586,48.2
92587,43.8
92591,41.3
92592,31.1
92595,44.2
92596,32
92602,33.1
92604,52.3
92606,24.4
92612,51.5
92614,55.9
92618,40.8
92620,32.5
92625,65.7
92626,58.5
92627,87.1
92629,46.6
92630,29.9
92646,39.5
92647,44.5
92648,37.1
92649,30.2
92653,30.6
92655,89.5
92656,20.8
92660,26
92672,31.4
92673,15.2
92675,36
92677,34.2
92679,27
92683,55.5
92688,23
92691,34.4
92692,29.6
92694,16.9
92701,77.2
92703,90.5
92704,84.5
92705,48
92706,83.2
92707,93.1
92708,40.2
92780,57.4
92782,35.7
92801,91.4
92802,87.5
92804,71.6
92805,83
92806,90.1
92807,45.2
92808,36
92821,38.3
92831,88.3
92832,94.2
92833,65.7
92835,48.4
92840,72.4
92841,70.7
92843,72.8
92844,52.1
92860,50.8
92865,56.1
92866,72
92867,31.4
92868,94.8
92869,31.4
92870,65.4
92879,55.4
92880,51.4
92881,30.1
92882,48.4
92883,34
92886,44.9
92887,36.7
93001,93.6
93003,56.2
93004,71
93010,57.7
93012,37.3
93013,46.1
93015,34.1
93021,32.6
93023,46
93030,119.6
93033,76.4
93035,57.1
93036,69.1
93041,68.1
93060,42.1
93063,62.8
93065,64.9
93101,99.2
93103,72.1
93105,41.3
93110,81.2
93111,48.9
93117,58.8
93203,61.7
93204,88.1
93210,143.5
93212,114.3
93215,86.5
93219,101.7
93221,85.2
93223,74.6
93230,147.3
93234,85.9
93241,61.4
93245,126
93247,76
93250,125.9
93256,68.2
93257,71.3
93263,83.6
93267,73.9
93268,51.8
93274,94.6
93277,48.8
93280,64.8
93286,46.2
93291,62.7
93292,88.5
93301,228.6
93304,172
93305,136.7
93306,110.1
93307,131.5
93308,98.8
93309,130.6
93311,46.6
93312,51.2
93313,84.4
93314,42.4
93401,49.4
93402,59
93420,58.8
93422,37.9
93433,69.3
93434,114.7
93436,70.6
93444,36.5
93445,118.7
93446,61
93454,98.1
93455,43.3
93458,75.5
93505,153.2
93514,88.1
93534,155
93535,174.6
93536,79.1
93543,112.5
93550,153.6
93551,52.3
93552,102.5
93555,65.9
93560,102.1
93561,79
93591,126.4
93609,201.9
93610,143.1
93611,96.3
93612,161.3
93614,78.3
93615,72.9
93618,105.2
