Zip Code,Incidence
91316,50.8
91320,17.6
91321,28
91324,61.9
91325,35.4
91326,24.8
91331,60.7
91335,58.8
91340,59.2
91342,44.1
91343,58
91344,30.4
91345,45.8
91350,21.7
91351,40
91352,49.1
91354,20.7
91355,22
91356,41
91360,16.6
91361,7.6
91362,12.6
91364,30.4
91367,26.1
91381,12.1
91384,18.9
91387,32.7
91390,26
91401,36.9
91402,65.8
91403,31.7
91405,86.1
91406,59
91411,55.5
91423,19.2
91436,23.5
91501,17.7
91502,23.2
91504,17.4
91505,23.1
91506,20.3
91601,39.2
91602,19.3
91604,20
91605,56.1
91606,43.5
91607,21.8
91701,19.6
91702,43.6
91706,46.9
91709,15.1
91710,26.4
91711,15.4
91722,33.6
91723,47.4
91724,33.9
91730,25.4
91731,29.9
91732,41.6
91733,35.9
91737,20
91739,19.8
91740,30.1
91741,25.1
91744,40.3
91745,27.6
91746,31.3
91748,19.8
91750,34.6
91752,20.7
91754,19
91755,17
91761,36.8
91762,41
91763,44
91764,45.9
91765,16.5
91766,45.4
91767,63.9
91768,43.7
91770,22.7
91773,22
91775,15
91776,23.8
91780,18.3
91784,13.2
91786,49.5
91789,14.1
91790,37.6
91791,24.1
91792,32.1
91801,23
91803,22.6
91901,13.6
91902,13.2
91910,28.6
91911,37.7
91913,11
91914,9.7
91915,17
91932,32.5
91941,29.3
91942,21.2
91945,51.9
91950,45
91977,33.7
91978,25.3
92007,15.9
92008,14.1
92009,6.1
92010,14.1
92011,9.7
92019,17.5
92020,25.7
92021,33.4
92024,12.6
92025,27.1
92026,18
92027,25.6
92028,19.3
92037,10.4
92040,19.5
92054,24.8
92056,26
92057,17.8
92058,31.4
92059,115.7
92064,18.1
92065,11.1
92069,10.6
92071,17.1
92078,12.8
92081,20
92082,19
92083,37
92084,25.8
92101,48.6
92102,42.1
92103,32.1
92104,24.7
92105,46.1
92106,19.1
92107,13.4
92108,16.3
92109,13.5
92110,32.6
92111,24.8
92113,62.8
92114,74.1
92115,36
92116,20.3
92117,18.5
92118,10.1
92119,23.7
92120,18.7
92122,12.2
92123,26.7
92124,8.7
92126,19.5
92127,11.6
92128,6
92129,10.1
92130,6.7
92131,8.6
92139,29.8
92154,20.6
92173,40.5
92201,30
92203,14.2
92211,28.7
92220,65.8
92223,34.7
92225,46.8
92227,67.8
92230,100
92231,37.2
92233,39.6
92234,27
92236,29.8
92240,46.6
92241,27
92243,51.1
92249,26.9
92250,44.4
92251,34
92252,43.9
92253,26.1
92254,13.3
92260,15.9
92262,43.8
92264,27.6
92270,53.6
92274,9.2
92276,28.8
92277,22.9
92284,36
92301,56.4
92307,68.6
92308,38
92311,161.3
92313,16.1
92314,46.9
92315,69.9
92316,43.7
92317,142.7
92320,33.3
92324,50.9
92325,52.6
92327,288.3
92335,41
92336,26.9
92337,25.7
92342,50.6
92344,19
92345,39.2
92346,31.9
92352,29.8
92354,21.3
92356,48.4
92359,29.5
92363,101.4
92371,39
92373,26.2
92374,33
92376,49.8
92377,30.3
92392,60.1
92394,51.6
92395,76.1
92398,148.4
92399,23.4
92401,166.6
92404,84.1
92405,76
92407,44.2
92408,32.8
92410,70.9
92411,89.8
92501,87.9
92503,36.1
92504,37.9
92505,35.8
92506,38
92507,46.9
92508,18.2
92509,37.4
92530,38.1
92532,23.1
92543,78.2
92544,44.7
92545,38
92548,42.1
92551,49.3
92553,50
92555,38.2
92557,33.6
92562,27.8
92563,24.8
92567,16.3
92570,41.1
92571,43.8
92582,30.1
92583,41.6
92584,25.4
92585,25.8
92586,53.8
92587,30.9
92590,38.1
92591,23.8
92592,22
92595,32.9
92596,33.3
92602,16.1
92604,12.1
92606,14.8
92612,18.7
92614,14.4
92618,30.1
92620,11.1
92626,14.9
92627,29
92629,10.3
92630,18.9
92637,27.9
92646,18.7
92647,31.7
92648,18.8
92649,13.7
92651,19.6
92653,19.4
92655,32.6
92656,10.2
92660,10.4
92663,9.4
92672,14
92673,9.1
92675,10.1
92677,12.1
92679,8.1
92683,22.2
92688,11.2
92691,14.1
92692,14
92701,35.9
92703,29.3
92704,23.2
92705,16.1
92706,19.3
92707,24.7
92708,16.8
92780,18.3
92782,11.3
92801,33.6
92802,29.8
92804,31.4
92805,35.4
92806,36.2
92807,19.2
92808,9.5
92821,20.7
92831,23.9
92832,31
92833,21
92835,17.5
92840,22.5
92841,19.6
92843,26.7
92844,18.5
92845,9.7
92860,16.1
92865,19.7
92866,30.4
92867,16.5
92868,22.2
92869,12.5
92870,26.9
92879,28.2
92880,21.4
92881,14.4
92882,23.2
92883,17.9
92886,11.4
92887,13.2
93001,28.3
93003,23.3
93004,23.3
93010,15.6
93012,13.1
93013,17.1
93015,26.6
93021,19.2
93023,31.8
93030,31.1
93033,26.2
93035,25.6
93036,24.7
93040,112.3
93041,31.9
93060,23.6
93063,31.3
93065,26.1
93101,29.8
93103,30.5
93105,21.1
93110,21.6
93111,18.7
93117,21.7
93202,131.9
93203,19.5
93204,19.4
93205,99.4
93206,80.8
93210,32.8
93212,22.7
93215,27.2
93221,31.3
93223,48.5
93230,62.8
93234,48
93240,80.3
93241,24.3
93245,39.8
93247,14.5
93250,22.8
93256,31.1
93257,35.1
93263,28.4
93267,39.8
93268,21.7
93270,45.3
93274,43
93277,29.2
93280,17
93286,24.4
93291,31.9
93292,27
93301,121.1
93304,90.3
93305,103.9
93306,45.9
93307,50.1
93308,49.5
93309,40.3
93311,24.8
93312,15
93313,38.2
93314,18.3
93401,34.3
93402,37.5
93405,15.8
93420,38.5
93422,33.4
93427,35.8
93428,23.6
93433,40.8
93434,40.3
93436,31.3
93442,23.7
93444,39
93445,41.6
93446,33.9
93454,53
93455,28.5
93458,30.5
93460,38.1
93463,32.7
93465,18.2
93501,119.9
93505,40.5
93510,30.5
93514,29.4
93534,111.2
93535,113.7
93536,40.8
93543,67.9
93546,21.7
93550,84.5
93551,34.8
93552,52.6
93555,52.3
93560,37.2
93561,41.9
93591,101.2
93609,30.3
93610,19.8
93611,20.8
93612,58.8
93618,29.6
93619,12
93620,44.4
93622,19.7
93625,30.4
93630,16.6
93631,26.3
93635,89
93636,23.1
93637,44
93638,41
93640,31.5
93644,35.7
93646,39.8
93647,25.4
93648,66.4
93650,73.7
93654,31.9
93656,29.7
93657,44.5
93662,61.7
93701,87.9
93702,58.9
93703,71.5
93704,38.1
93705,65.8
93706,61
93710,41.6
93711,26.6
93720,16.6
93721,40.2
93722,35.9
93725,52.3
93726,68.2
93727,37.4
93728,65.2
93730,13.1
93901,87
93905,46.6
93906,57.8
93907,33.9
93923,29.2
93924,32
93926,37.3
93927,28.5
93930,20.5
93933,41.9
93940,18.8
93950,21.6
93955,47.1
93960,23.3
94002,15.6
94010,12.5
94014,30.5
94015,34.7
94019,31.3
94025,16.6
94030,29.3
94038,52.8
94040,12.9
94041,11.5
94043,12.4
94044,45
94061,22.7
94062,19.5
94063,55.8
94066,40.8
94070,17.8
94080,36.7
94085,19.5
94086,11.6
94087,8.5
94089,26.6
94102,73.3
94103,58.3
94105,22.7
94107,24.3
94109,20.4
94110,43.4
94111,40.7
94112,28.2
94114,12.8
94115,35.2
94116,16.2
94117,29.8
94118,12.5
94121,15.7
94122,9.7
94123,9.4
94124,65.9
94127,16.1
94130,446.7
94131,13.2
94132,23.3
94133,17.7
94134,36.3
94303,33.5
94401,40.6
94402,29.1
94403,37.2
94404,8.4
94501,39.7
94502,15.8
94503,37.4
94505,21.7
94506,16.6
94507,12
94509,108.1
94510,38.1
94511,167.8
94513,33.6
94515,26
94517,29.3
94518,25.9
94519,45.5
94520,67.3
94521,32.7
94523,21.5
94525,33.2
94526,14.5
94530,17.5
94531,67.2
94533,92.6
94534,28.9
94536,27.4
94538,32.3
94539,19.3
94541,60
94542,22.8
94544,66.7
94545,58.4
94546,39.7
94547,37.7
94549,18.8
94550,15
94551,17.7
94552,12.9
94553,45.5
94555,17.9
94558,29.4
94559,27
94560,44.4
94561,53.8
94564,21
94565,82.7
94566,17.2
94568,17.3
94571,66.8
94572,56.8
94577,44.4
94578,67.2
94579,42.3
94580,53.6
94582,13.6
94583,17.7
94585,87.6
94587,36.4
94588,11
94589,126.5
94590,143
94591,63
94595,16
94596,17.8
94597,23.6
94598,17.6
94601,76.7
94602,46.7
94603,167.5
94605,119.9
94606,63.4
94607,96.4
94608,67.1
94609,65.9
94610,28.2
94611,18
94612,65.7
94618,14.6
94619,45.8
94621,132.3
94702,44.8
94703,37.1
94704,25.3
94705,37.5
94706,20.8
94707,15.2
94708,11.5
94709,23
94710,35.5
94801,89.6
94803,47.5
94804,98.4
94805,45.8
94806,69.1
94901,20.8
94903,23.7
94928,31.6
94931,28.3
94941,4.3
94945,23.6
94947,31.8
94949,34
94952,26
94954,23.8
94960,18.3
94965,25.9
95003,20.1
95005,24
95006,23
95008,26.1
95010,25.5
95012,46.6
95014,5.8
95019,25.1
95020,43.3
95023,36.9
95032,10.2
95033,25.7
95035,18.4
95037,28.3
95050,23.2
95051,16
95054,14.7
95060,20.2
95062,19.2
95066,12.9
95070,4.2
95073,23.9
95076,33.7
95110,24.5
95111,51
95112,49.3
95113,778
95116,61.7
95117,25
95118,29.5
95119,28.3
95120,10.8
95121,31.2
95122,51.6
95123,37.5
95124,25.2
95125,28.5
95126,48.7
95127,39.7
95128,29.6
95129,14.4
95130,26.4
95131,14.5
95132,20.7
95133,27.2
95134,15.9
95135,14.6
95136,22.9
95138,29.7
95139,24
95148,33.9
95202,231.6
95203,100.2
95204,57.4
95205,78.8
95206,75
95207,77.1
95209,29.3
95210,53.3
95212,24
95215,41.1
95219,31.9
95220,21.8
95231,46.7
95240,39.1
95242,23.1
95249,132.9
95252,40
95258,149.2
95301,40.6
95304,22
95307,33.8
95315,32.9
95320,29
95322,47.4
95324,27
95326,23.3
95327,46.2
95330,41.9
95334,25.2
95336,53.7
95337,43.4
95338,41.4
95340,105.2
95341,60.1
95348,69.5
95350,60.7
95351,73.3
95354,69
95355,43.9
95356,36.7
95357,54.9
95358,49
95360,20.9
95361,37.2
95363,28.2
95365,85.7
95366,14.2
95367,38.5
95368,27.2
95370,53.3
95372,93
95376,68.3
95377,29.6
95380,49.6
95382,20.9
95386,48.5
95388,42.3
95391,24.2
95401,37.6
95403,26.9
95404,32.4
95405,40.9
95407,59
95409,22
95422,110.1
95423,68
95425,17.7
95437,48.6
95446,36.3
95448,16.4
95451,56.9
95453,48.9
95457,82.3
95458,74.9
95464,104.4
95467,43
95472,25.9
95476,13.1
95482,55.6
95485,88.1
95490,76.7
95492,23.1
95501,85.7
95503,54.9
95519,51.1
95521,45.8
95531,52.1
95540,58
95542,56.4
95560,220.3
95562,96.9
95602,66.1
95603,31
95605,46.1
95608,58
95610,43.1
95616,19.2
95618,13.3
95619,99.9
95620,28.7
95621,40.4
95624,28
95626,43.4
95628,35.7
95630,18.5
95631,29.6
95632,23.7
95640,28.7
95642,117.3
95648,22
95655,32
95660,91
95661,27.9
95662,42.4
95666,35.3
95667,40.4
95670,43.8
95673,44.1
95677,35.3
95678,33.9
95682,21
95685,54.1
95687,43.3
95688,58.9
95691,40.5
95694,18
95695,38.4
95709,60.5
95713,18.3
95726,43.5
95742,34.1
95746,19.9
95747,19.8
95757,33.3
95758,31.3
95762,16.7
95765,15.4
95776,41
95811,87.9
95814,64.4
95815,132.1
95816,67.6
95817,61.8
95818,43.8
95819,15.7
95820,74.1
95821,118.7
95822,79.6
95823,105.9
95824,73.8
95825,88.9
95826,54.6
95827,47.9
95828,65.7
