Zip Code,Incidence
92107,13
92108,16.3
92109,11.6
92110,35.5
92111,23
92113,75.9
92114,76.9
92115,42.2
92116,26.2
92117,27.1
92118,14
92119,23
92120,24.8
92122,12.6
92123,36.6
92124,21.8
92126,23.1
92127,12.6
92128,14.5
92129,18.2
92130,5.4
92131,11.3
92139,37.9
92154,30.3
92173,35.8
92201,44.3
92203,28.6
92211,42.3
92220,61.6
92223,34.7
92225,45.2
92227,85
92230,51.7
92231,34.4
92233,28.6
92234,32
92236,59
92240,58
92241,23.3
92243,66.5
92249,31.6
92250,44.3
92251,47.4
92252,45.4
92253,23.4
92257,84.8
92260,13.7
92262,49.4
92264,32
92270,13.4
92274,17.5
92277,33.1
92284,39.5
92301,95.3
92307,88.4
92308,56
92311,200.6
92313,24.5
92314,35.8
92315,76.2
92316,58.7
92320,37
92324,46.3
92325,88.8
92335,49.8
92336,29.6
92337,32.3
92342,62.6
92344,32.8
92345,73.5
92346,32.3
92354,24.7
92356,88
92359,30.9
92363,129.9
92371,52.7
92372,54.4
92373,27.4
92374,32.7
92376,61.4
92377,44.5
92392,65.1
92394,62.1
92395,93.9
92399,25.9
92404,102.5
92405,81.5
92407,64.2
92408,62.8
92410,96
92411,122.7
92501,87.3
92503,39.6
92504,49.5
92505,43.5
92506,30.9
92507,55.3
92508,18.7
92509,40.5
92530,41.6
92532,98.5
92543,107.1
92544,41.7
92545,48.3
92548,56.4
92551,50.8
92553,58.7
92555,44.8
92557,28
92562,24.9
92563,28.1
92567,31.1
92570,44.1
92571,37.6
92582,30.2
92583,48.6
92584,39.6
92585,27.5
92586,62.3
92587,15.3
92591,31.4
92592,19.9
92595,33
92596,26.7
92602,15.2
92603,17.6
92604,13.3
92606,13
92610,14.6
92612,13.4
92614,16.5
92618,21.4
92620,12.7
92624,35
92625,13.5
92626,20.8
92627,32.6
92629,17.4
92630,18
92637,31.7
92646,22.4
92647,32
92648,19.8
92649,17.1
92651,17.5
92653,17
92655,81.1
92656,13.6
92660,14.3
92663,16.9
92672,21.6
92673,20.5
92675,13.3
92677,17
92679,8.8
92683,31
92688,13.2
92691,24.6
92692,11
92694,8.2
92701,49.5
92703,50.9
92704,25.2
92705,39.8
92706,19.1
92707,28.5
92708,23.9
92780,15
92782,16.1
92801,36.3
92802,30.7
92804,35.1
92805,34.4
92806,42.5
92807,18.6
92808,10.6
92821,24.7
92831,27.6
92832,46.3
92833,33.4
92835,25.7
92840,35.8
92841,30.4
92843,43.3
92844,29.8
92845,21.9
92860,21.4
92865,20.2
92866,36.7
92867,16.1
92868,18.5
92869,21.1
92870,32.1
92879,36.2
92880,28.1
92881,18.4
92882,27.4
92883,20.2
92886,18.6
92887,16.2
93001,37.4
93003,20.4
93004,25.4
93010,29.2
93012,13.3
93013,24.4
93015,27.3
93021,17.8
93022,55.5
93023,19.2
93030,45.6
93033,27.1
93035,34.7
93036,21.4
93041,51
93060,28.9
93063,29.5
93065,24.8
93101,36.9
93103,40.7
93105,21.9
93109,14.1
93110,22.6
93111,33.8
93117,21.3
93202,81.5
93203,31.6
93210,37.4
93212,48.2
93215,28.1
93219,29.5
93221,26.5
93223,51
93230,77.2
93234,52.8
93235,42.3
93240,83.7
93241,24.9
93245,60.1
93247,22.7
93250,46.1
93257,44.7
93263,29
93267,46.6
93268,32.8
93270,44.5
93274,57.3
93277,29.7
93280,29.6
93285,43.3
93286,29
93291,40.8
93292,32.8
93301,153.4
93304,106.7
93305,111.1
93306,48.9
93307,71.4
93308,66.5
93309,61.5
93311,25.6
93312,18.6
93313,36.9
93314,19.2
93401,32.1
93402,42.7
93405,10.4
93420,32.9
93422,27.7
93433,42.7
93434,64.1
93436,33.6
93442,23.6
93444,37.4
93445,34.5
93446,37
93451,51.8
93454,57.6
93455,31.9
93458,32.5
93460,37.3
93463,24.3
93465,25.2
93501,85.6
93505,81.6
93510,27.7
93514,37.4
93534,113.9
93535,101
93536,34
93543,64.2
93546,35
93550,83.8
93551,32.4
93552,54
93555,70.6
93560,53.4
93561,50.9
93591,89.6
93609,47.4
93610,28.7
93611,22.7
93612,65.3
93614,17.1
93618,43.2
93619,10.8
93620,92.8
93622,43.1
93625,54.7
93630,21.5
93631,43.2
93635,114.7
93636,24.4
93637,56.4
93638,54.9
93640,28.1
93644,16.3
93646,62
93647,45.7
93648,88
93650,192.7
93654,42.4
93656,28.8
93657,44.4
93662,77.2
93701,113.4
93702,72.5
93703,81.7
93704,54.4
93705,86.7
93706,87.5
93710,58.4
93711,22.8
93720,31
93721,65.3
93722,47.7
93723,46.2
93725,56.8
93726,77.4
93727,43.4
93728,79.2
93901,72.9
93905,65.2
93906,55.4
93907,39.5
93908,12.6
93926,45
93927,28.9
93930,22.5
93933,36.7
93940,21
93950,34.2
93955,46
93960,25.2
94002,14.3
94005,55.3
94010,17.3
94014,49.8
94015,46.1
94019,22.9
94025,19.6
94030,30.8
94040,19
94041,14.1
94043,10.3
94044,35.1
94061,34.2
94062,11.9
94063,69.6
94066,45.7
94070,16.1
94080,47.5
94085,21.9
94086,14.1
94087,8.6
94089,30
94102,82.4
94103,71.8
94107,32.3
94108,12.9
94109,27.6
94110,47.2
94112,31.7
94114,18.4
94115,39.8
94116,16.1
94117,30.3
94118,6.1
94121,16.6
94122,12.7
94123,9.1
94124,82.9
94127,9.7
94130,64.9
94131,16.6
94132,20
94133,26.7
94134,32.8
94303,47.6
94306,9.9
94401,37.9
94402,32.4
94403,31
94404,16.7
94501,43.3
94502,21.1
94503,50.7
94505,27.6
94506,11.7
94507,17.6
94509,137.4
94510,41.9
94511,145.7
94513,36.8
94515,29.1
94517,35.6
94518,33.3
94519,48.2
94520,96
94521,35.4
94523,21.6
94526,15.6
94530,22.1
94531,70.6
94533,94
94534,34.5
94536,35.2
94538,37.7
94539,17.9
94541,73.8
94542,13.9
94544,90.1
94545,72.9
94546,46.9
94547,34.1
94549,29.4
94550,23.9
94551,19.8
94552,16.3
94553,42
94555,36.5
94558,34.7
94559,34
94560,59.7
94561,56.7
94564,37.5
94565,107.3
94566,18
94568,20.5
94571,56.6
94572,203.3
94577,52.6
94578,71.6
94579,48.2
94580,63.6
94582,19.6
94583,27.1
94585,80.7
94587,46.8
94590,145.4
94591,44
94595,20.5
94596,29
94597,20.2
94598,22.7
94599,47.1
94601,97.8
94602,53.7
94603,167.5
94605,136.8
94606,63.6
94607,114.6
94608,97
94609,82.7
94610,27.7
94611,25.5
94612,71.5
94619,56.5
94621,138.3
94702,66.8
94703,55.1
94704,32.3
94705,23.8
94706,18.2
94707,18.5
94709,13.5
94710,58.7
94801,115.2
94803,44.2
94804,110.8
94805,55.7
94806,81.4
94901,17.4
94903,22.8
94928,39.1
94931,40
94941,10.9
94945,26
94947,36.2
94949,29
94952,33
94954,28.1
94965,13.1
95003,16.4
95005,35.5
95006,21.1
95008,24.5
95010,27.8
95012,65.7
95014,6.9
95019,36.6
95020,50.1
95023,41.6
95030,17.2
95032,9.7
95033,19.9
95035,22.5
95037,30.7
95045,34.2
95046,52.5
95050,20.9
95051,24
95054,28.3
95060,21.4
95062,25.4
95065,50.8
95066,9.6
95070,6.7
95073,27.3
95076,39.7
95110,38.1
95111,62.4
95112,68.2
95116,91.1
95117,28.1
95118,31
95119,43
95120,19.6
95121,36.6
95122,56.5
95123,47
95124,25.6
95125,35.6
95126,38.2
95127,42.1
95128,37.3
95129,15.6
95130,22.7
95131,20.3
95132,27.1
95133,34.9
95134,19.2
95135,20.1
95136,34.6
95138,24.5
95148,41.8
95202,267.5
95203,103.8
95204,58.5
95205,84
95206,67.7
95207,74.1
95209,40
95210,63.3
95212,26.1
95215,46.6
95219,26.5
95220,22.4
95231,51.7
95240,43.5
95242,19.2
95249,126
95252,44.2
95258,82.6
95301,46.3
95304,30.9
95307,41.2
95315,49.1
95316,38.9
95320,43.1
95322,60.6
95324,23.3
95326,22.9
95327,61.5
95328,49.6
95330,67.3
95334,29.3
95336,77.5
95337,60.9
95338,72.8
95340,112.7
95341,67.5
95348,71
95350,79.7
95351,95.8
95354,86
95355,45.6
95356,36.1
95357,40.2
95358,68.1
95360,41
95361,42.6
95363,25.9
95365,45
95366,26.2
95367,45.9
95368,26.5
95370,57.1
95376,87.8
95377,40.4
95380,58.3
95382,33.5
95386,46
95388,50.7
95391,28.1
95401,37.9
95403,35.9
95404,26.1
95405,44.2
95407,47.4
95409,25
95422,116.1
95423,68.9
95425,21.9
95436,52.8
95437,56.8
95446,84.4
95448,34.1
95451,45.6
95453,58
95457,136
95458,87.3
95464,78.4
95467,41.3
95470,38.4
95472,22.4
95476,20.1
95482,54.3
95490,68
95492,38.7
95501,87.3
95503,54.3
95519,56.1
95521,47.2
95531,47.3
95540,82.3
95562,64.5
95602,75.3
95603,36.3
95605,84.1
95608,77.2
95610,57
95616,17
95618,18.4
95620,41.5
95621,45.5
95624,35.3
95626,60.7
95628,31.2
95630,17.7
95632,41.6
95640,27.3
95642,82.2
95648,23.8
95650,21
95655,36.3
95660,129.5
95661,32.9
95662,49.1
95665,43.9
95666,34.9
95667,31.2
95670,53.2
95673,42.5
95677,30.1
95678,31.1
95682,33.6
95683,33.2
95685,81.6
95687,54
95688,48.1
95691,50.1
95694,28.1
95695,42.3
95713,54.7
95726,56.3
95742,46.3
95746,26.1
95747,26.8
95757,38.3
95758,41.6
95762,13.8
95765,19.2
95776,46.1
95811,176.1
95814,71.5
95815,142.9
95816,51.4
95817,75.5
95818,37.6
95819,10.1
95820,79.7
95821,107.9
95822,72.3
95823,118.4
95824,95
95825,103.8
95826,73
95827,50.1
95828,72.2
95829,40.4
95831,33.4
95832,137.9
95833,57.5
95834,54
95835,49.9
95838,121.3
95841,88.8
95842,78.5
95843,36.8
95864,35.8
95901,58.5
95917,66.2
95926,52.4
95928,37.6
95932,43.7
95945,67.5
95946,59.6
95948,71
95949,22.1
95953,29.7
95954,45.9
95959,45
95961,32.3
95963,31.6
95965,48.2
95966,45.9
95969,40
95971,31.7
95973,38.1
95987,32.8
95988,63.5
95991,42.4
95993,17.5
96001,59.8
96002,64.7
96003,44
96007,46.1
96013,30.8
96019,63.4
96020,79.8
96021,49.7
96022,25.9
96035,50.1
96064,42.6
96067,24.1
96080,49.5
96088,33.2
96093,72.5
96094,55.9
96097,78.4
96101,64.3
96122,119.6
96130,37.6
96137,121.1
96150,28.3
96161,30.3
