Zip Code,Incidence
91302,20.1
91303,52.7
91304,39.7
91306,41.1
91307,23.8
91311,34.3
91316,59.6
91320,12.8
91321,23.1
91324,38.5
91325,36.1
91326,19.5
91331,52.3
91335,48.3
91340,63.7
91342,40.4
91343,46.4
91344,30.9
91345,43.8
91350,17.4
91351,39.4
91352,48.9
91354,19.6
91355,18.3
91356,42
91360,13.2
91361,15.5
91362,12.2
91364,23.6
91367,21.6
91381,14.3
91384,17.2
91387,34.6
91390,12.5
91401,45.1
91402,61.5
91403,27.1
91405,87.9
91406,48.2
91411,33.4
91423,17.2
91436,20.9
91501,24.1
91502,14.7
91504,19
91505,20.5
91506,27.4
91601,42.8
91602,21.8
91604,16.2
91605,53.4
91606,32.6
91607,17.3
91701,19.1
91702,51.6
91706,48.6
91708,51.5
91709,15.1
91710,24
91711,22.8
91722,42.5
91723,48.9
91724,28.1
91730,30
91731,44.1
91732,46.6
91733,38.2
91737,27.5
91739,15.4
91740,30.9
91741,22.9
91744,47.2
91745,27.7
91746,26
91748,16.1
91750,20.2
91752,23.1
91754,26.8
91755,12.3
91761,38.4
91762,41.3
91763,44.1
91764,47.6
91765,14.7
91766,48.1
91767,55.6
91768,61.3
91770,27.8
91773,29.5
91775,15.5
91776,20.9
91780,17
91784,15.9
91786,43.2
91789,15.8
91790,41.2
91791,27
91792,32.3
91801,20
91803,22.7
91901,16.7
91902,24.3
91910,32.3
91911,29.7
91913,13.6
91914,12.5
91915,15.3
91932,33.9
91941,28.9
91942,28.9
91945,53.8
91950,47.7
91977,35
91978,31.8
92008,12.1
92009,11.7
92010,11.9
92011,6.1
92019,17.7
92020,27.9
92021,29.9
92024,10.5
92025,29
92026,21.5
92027,24.2
92028,19
92029,19.8
92037,10.2
92040,23.4
92054,21.8
92056,18.7
92057,23.8
92058,26.4
92064,16.8
92065,16.4
92069,13.6
92071,18.7
92078,9.5
92081,14.5
92082,17.2
92083,29.5
92084,19.7
92101,40.6
92102,43.9
92103,24
92104,29.8
92105,42.4
92106,12.4
92107,14.8
92108,24.4
92109,12
92110,24.5
92111,22.5
92113,65
92114,62.3
92115,34.3
92116,24
92117,18.2
92118,8.9
92119,26.3
92120,21.7
92122,10.4
92123,24.8
92124,17.4
92126,21
92127,10
92128,10.5
92129,14.8
92130,5.7
92131,9.4
92139,38.5
92154,23
92173,40.3
92201,35.6
92203,11.4
92211,45.8
92220,58.2
92223,39.7
92225,45.4
92227,51.6
92230,156.1
92231,33.2
92233,37.2
92234,32.3
92236,39.2
92240,47.8
92241,38.6
92243,57.2
92249,39.5
92250,60.4
92251,47.4
92252,38.9
92253,17.5
92256,110.2
92260,24.4
92262,40.1
92264,14.5
92270,18.5
92274,15.7
92276,34.7
92277,43.2
92284,38.8
92301,53.9
92307,52.4
92308,49.7
92311,132.8
92313,21.1
92314,45.7
92315,73.8
92316,43.7
92320,39.4
92324,52.7
92325,63
92327,357.1
92335,36.8
92336,25.2
92337,22.5
92342,38.5
92344,41.6
92345,40.2
92346,32.6
92352,32.2
92354,26.6
92356,59.4
92359,31.7
92363,85.5
92371,34.3
92373,20.8
92374,39.8
92376,50.2
92377,27.4
92382,66.4
92386,115.9
92392,52.6
92394,51.8
92395,72.4
92399,27
92401,254.1
92404,89.7
92405,69.3
92407,39.2
92408,35.9
92410,77.7
92411,95.2
92501,63.3
92503,48.4
92504,40.2
92505,46.2
92506,35.8
92507,47.3
92508,16
92509,38
92530,46.5
92532,25.6
92543,80.7
92544,49.6
92545,39.4
92548,51.8
92551,61.7
92553,58.3
92555,35.4
92557,43.8
92562,31
92563,28.9
92567,25.7
92570,39
92571,49.6
92582,36.8
92583,48
92584,28.5
92585,29.6
92586,73.5
92587,37.9
92591,19.3
92592,18.2
92595,33.7
92596,25.5
92602,9.5
92603,10
92604,10.7
92606,16.5
92612,11.8
92614,15.5
92618,17
92620,8
92626,22.8
92627,25.7
92629,16.2
92630,12.8
92637,26.7
92646,21.8
92647,28
92648,19.5
92649,16.8
92651,22.1
92653,25.3
92655,46.5
92656,16.1
92660,9.9
92663,16.1
92672,14
92673,7.5
92675,13.6
92677,9.7
92679,12.1
92683,20.1
92688,11.8
92691,19.4
92692,13.2
92694,12.5
92701,38.6
92703,25.3
92704,27
92705,17
92706,27.1
92707,28.5
92708,18.8
92780,20.2
92782,12.9
92801,36.6
92802,29.4
92804,31.6
92805,39.6
92806,33.6
92807,25.9
92808,12.2
92821,18.4
92831,25.1
92832,26.5
92833,15.3
92835,26.5
92840,24.4
92841,22.6
92843,31.6
92844,13.4
92845,16.4
92860,18.1
92865,20.1
92866,21.3
92867,15.7
92868,23
92869,17.5
92870,23.7
92879,22.4
92880,17.2
92881,17.5
92882,28.8
92883,17.2
92886,12.7
92887,16.1
93001,33.8
93003,29.4
93004,21.8
93010,19.6
93012,14.6
93013,18.1
93015,22.2
93021,20.4
93022,56.8
93023,52.9
93030,47.1
93033,27.8
93035,25.7
93036,23.2
93040,125.8
93041,35.2
93060,28.8
93063,42.3
93065,32.1
93101,31.5
93103,27.6
93105,18
93110,17.7
93111,22
93117,23.1
93202,103.6
93203,21.2
93204,24.6
93205,149.2
93210,37.6
93212,30.1
93215,27.9
93219,50.5
93221,26.2
93223,44.7
93225,30.9
93230,64.5
93240,62.8
93241,36.4
93245,43.3
93247,31.3
93250,32.4
93256,37.3
93257,35.1
93263,24.8
93268,21.7
93270,61.6
93274,44.7
93277,32.9
93280,22.8
93291,24.4
93292,25.1
93301,167.2
93304,69.4
93305,75.6
93306,42.7
93307,50
93308,49.3
93309,49.7
93311,25.9
93312,18.9
93313,31.3
93314,8.9
93401,24.7
93402,24.2
93405,12.4
93420,35.3
93422,25.4
93433,23.6
93434,26.6
93436,29.6
93442,23.6
93444,20.4
93445,31.3
93446,26.3
93454,45.1
93455,19
93458,24.5
93460,32.2
93463,23.6
93465,31.2
93501,57.7
93505,48.3
93510,30.2
93514,59.5
93527,128.4
93534,124.2
93535,113.3
93536,35.3
93543,61.2
93546,36.7
93550,80.2
93551,30.3
93552,50.6
93555,49.7
93560,27.8
93561,32.2
93591,104.7
93609,52.6
93610,23.3
93611,21.5
93612,68.8
93614,20.8
93616,144
93618,36.5
93619,19.6
93620,40.5
93622,33.6
93625,40.1
93630,19.5
93631,44.2
93635,100.2
93636,34.6
93637,50.6
93638,47
93640,29.9
93644,22.4
93646,50.5
93647,26.4
93648,92.7
93650,58.6
93654,40.9
93657,30.5
93662,78.2
93701,140.3
93702,68.2
93703,74
93704,54.4
93705,79.4
93706,75.9
93710,47.2
93711,28.7
93720,21.9
93721,60.5
93722,48.2
93723,33
93725,52.3
93726,62.2
93727,47.6
93728,55.5
93901,80.4
93905,43.6
93906,45.3
93907,37.2
93908,14.2
93923,59.9
93926,31.3
93927,25.7
93930,31.1
93933,38.6
93940,24.8
93950,20.1
93955,40.4
93960,21.3
94002,22.8
94010,18.1
94014,35
94015,31.9
94018,303.7
94019,23.8
94025,13.8
94030,17.7
94040,10.9
94041,9.8
94043,19.3
94044,38.7
94061,26
94062,12
94063,55.9
94066,41.4
94070,21.1
94080,37.1
94085,14.9
94086,15.7
94087,5.6
94089,36.9
94102,63.5
94103,76.4
94105,26
94107,24.3
94108,11.9
94109,24.7
94110,40.7
94111,31.4
94112,29.5
94114,12.5
94115,31.9
94116,12.9
94117,28.8
94118,14.8
94121,16.7
94122,11
94123,6.1
94124,75.8
94127,18.5
94130,138.7
94131,12.8
94132,29.9
94133,19.7
94134,38.4
94158,31.3
94303,38.1
94306,14.1
94401,35
94402,28.4
94403,25.9
94404,13.5
94501,36.2
94502,16.5
94503,53.6
94505,27.2
94506,8.8
94507,14.8
94509,132.9
94510,37.1
94511,105.4
94513,45.6
94515,28.5
94517,18.1
94518,27.6
94519,44.1
94520,70.1
94521,33.6
94523,19.9
94525,60.1
94526,15.3
94530,28.7
94531,89.9
94533,106
94534,44.9
94536,29.4
94538,34.5
94539,14.2
94541,56.6
94542,23.8
94544,62.6
94545,47.9
94546,38
94547,29.1
94549,17.5
94550,20.7
94551,24.1
94552,16.3
94553,44.4
94555,16.4
94556,11.3
94558,34.1
94559,30.8
94560,42.2
94561,54.4
94563,12
94564,40.1
94565,114.8
94566,18.9
94568,24.7
94571,100.6
94572,79.3
94574,24.3
94577,48.8
94578,67.3
94579,39.7
94580,54.7
94582,17.8
94583,21.2
94585,87.2
94587,33.8
94588,20.8
94589,134.4
94590,141.8
94591,68.2
94595,18.2
94596,18.2
94597,22.5
94598,22.8
94601,78
94602,49.6
94603,167.3
94605,126.1
94606,53.5
94607,96
94608,65.6
94609,44.9
94610,25.8
94611,25.9
94612,74.6
94618,14.4
94619,54.3
94621,116.1
94702,42.7
94703,40.2
94704,16
94705,25.5
94706,16.1
94708,17.1
94709,24.8
94710,40.2
94801,109.5
94803,33
94804,109.9
94805,53.8
94806,62.6
94901,20.9
94903,21.1
94920,23.1
94928,36.1
94930,23.6
94931,51.6
94941,11.1
94945,35.6
94947,26.8
94949,38.3
94952,31.1
94954,30.4
94960,14.4
94965,23.8
95003,18.9
95006,21.6
95008,19.6
95010,24
95012,43.2
95014,7.5
95019,16.7
95020,38.6
95023,48.4
95032,15.2
95033,20.1
95035,16.6
95037,29
95045,40.9
95046,51.2
95050,25.6
95051,20.4
95054,19.1
95060,16.3
95062,19.9
95066,17.5
95070,8.5
95076,28.8
95110,41.7
95111,40.4
95112,39.9
95113,873
95116,66.4
95117,32.8
95118,26.8
95119,33
95120,13.5
95121,33.3
95122,55.7
95123,36.5
95124,17.5
95125,31.4
95126,24.6
95127,40.2
95128,26
95129,13
95130,31.8
95131,25.3
95132,17.7
95133,32.1
95134,15.7
95135,18.1
95136,35
95138,28.7
95139,44.8
95148,23.1
95202,265.5
95203,147.8
95204,70.3
95205,85.5
95206,78.8
95207,82.5
95209,45.9
95210,67.6
95212,33.1
95215,50
95219,33.4
95220,28.8
95231,77.5
95237,64.5
95240,50.3
95242,21.5
95246,97
95249,177.5
95252,42.7
95255,99.9
95258,93.5
95301,36.5
95304,25.8
95307,37.6
95313,123.6
95315,39.1
95316,40.6
95320,27.9
95322,56.2
95324,30.8
95326,20.6
95327,41.4
95328,59.5
95330,61
95334,28.5
95336,71.4
95337,57.3
95338,67.5
95340,86.8
95341,64.2
95348,62.5
95350,58.1
95351,92.8
95354,74.4
95355,54.6
95356,36.5
95357,37
95358,50.3
95360,17.9
95361,45.9
95363,27.5
95365,62.2
95366,27.7
95367,43.5
95368,40.1
95370,47.3
95372,94.6
95376,57.8
95377,36.4
95379,44.7
95380,57.4
95382,27.5
95383,48.6
95386,41.9
95388,63.4
95391,28.5
95401,39.7
95403,48.2
95404,30.4
95405,36.8
95407,66.3
95409,31.5
95422,118.6
95423,102.5
95425,20.2
95437,46.4
95446,59.2
95448,20.2
95451,57.3
95453,43.2
95454,104.9
95457,88.8
95458,84.1
95464,73.8
95467,48.3
95470,38.7
95472,25.9
95476,16.6
95482,66.1
95490,94.2
95492,29.3
95501,80.3
95503,55.2
95519,44.4
95521,55.4
95524,112.7
95531,48.5
95540,74.2
95542,87.6
95560,141
95562,82.2
95570,91.6
95602,63.8
95603,56
95605,63
95608,61
95610,49.1
95616,19.7
95618,18.3
95619,70.8
95620,37.5
95621,51.6
95624,30.1
95626,43
95627,83
95628,39.4
95630,22.3
95632,36.3
95640,43.9
95642,80.4
95648,25
95650,24.1
95660,105.6
95661,38.6
95662,34.3
95665,53.9
95666,70.5
95667,45.4
95670,60.1
95673,59.2
95677,38.8
95678,31.6
95682,41.8
95684,53.7
95685,34.7
95687,57.6
95688,72.2
95691,52.8
95693,20.3
95694,40.9
95695,41.1
95709,50.8
95713,22.9
95726,54.1
95742,26.4
95746,31.3
95747,23.7
95757,32
95758,39.3
95762,19
95765,17.1
95776,39.7
95811,93.5
95814,61.2
95815,145.1
95816,53.7
95817,79.9
95818,46.4
95819,14.9
95820,91.3
95821,109
95822,79
95823,112.2
95824,96
95825,105.8
95826,66.8
95827,59.3
95828,74
